Time RPM1 RPM2 RPM3
0.002 0.0 0.0 0.0
0.189 0.0 0.0 0.0
0.196 0.0 0.0 0.0
0.201 0.0 0.0 0.0
0.202 0.0 0.0 0.0
0.203 0.0 0.0 0.0
0.205 0.0 0.0 0.0
0.209 0.0 0.0 0.0
0.211 0.0 0.0 0.0
0.243 0.0 0.0 0.0
0.245 0.0 0.0 0.0
0.246 0.0 0.0 0.0
0.249 0.0 0.0 0.0
0.486 0.0 0.0 0.0
0.490 0.0 0.0 0.0
0.491 0.0 0.0 0.0
0.492 0.0 0.0 0.0
0.493 0.0 0.0 0.0
0.494 0.0 0.0 0.0
0.495 0.0 0.0 0.0
0.496 0.0 0.0 0.0
0.497 0.0 0.0 0.0
0.500 0.0 0.0 0.0
0.502 0.0 0.0 0.0
0.504 0.0 0.0 0.0
0.592 0.0 0.0 0.0
0.593 0.0 0.0 0.0
0.599 0.0 0.0 0.0
0.601 0.0 0.0 0.0
0.605 0.0 0.0 0.0
0.645 0.0 0.0 0.0
0.648 0.0 0.0 0.0
0.649 0.0 0.0 0.0
0.702 0.0 0.0 0.0
0.706 0.0 0.0 0.0
0.708 0.0 0.0 0.0
0.748 0.0 0.0 0.0
0.752 0.0 0.0 0.0
0.798 0.0 0.0 0.0
0.800 0.0 0.0 0.0
0.802 0.0 0.0 0.0
0.847 0.0 0.0 0.0
0.850 0.0 0.0 0.0
0.988 0.0 0.0 0.0
0.991 0.0 0.0 0.0
0.992 0.0 0.0 0.0
0.994 0.0 0.0 0.0
0.997 0.0 0.0 0.0
1.000 0.0 0.0 0.0
1.001 0.0 0.0 0.0
1.099 0.0 0.0 0.0
1.101 0.0 0.0 0.0
1.104 0.0 0.0 0.0
1.106 0.0 0.0 0.0
1.109 0.0 0.0 0.0
1.111 0.0 0.0 0.0
1.204 0.0 0.0 0.0
1.208 0.0 0.0 0.0
1.211 0.0 0.0 0.0
1.213 0.0 0.0 0.0
1.219 0.0 0.0 0.0
1.271 0.0 0.0 0.0
1.273 0.0 0.0 0.0
1.276 0.0 0.0 0.0
1.326 0.0 0.0 0.0
1.327 0.0 0.0 0.0
1.329 0.0 0.0 0.0
1.381 0.0 0.0 0.0
1.383 0.0 0.0 0.0
1.385 0.0 0.0 0.0
1.508 0.0 0.0 0.0
1.509 0.0 0.0 0.0
1.510 0.0 0.0 0.0
1.512 0.0 0.0 0.0
1.513 0.0 0.0 0.0
1.515 0.0 0.0 0.0
1.565 0.0 0.0 0.0
1.568 0.0 0.0 0.0
1.569 0.0 0.0 0.0
1.705 0.0 0.0 0.0
1.707 0.0 0.0 0.0
1.708 0.0 0.0 0.0
1.712 0.0 0.0 0.0
1.714 0.0 0.0 0.0
1.715 0.0 0.0 0.0
1.716 0.0 0.0 0.0
1.809 0.0 0.0 0.0
1.810 0.0 0.0 0.0
1.813 0.0 0.0 0.0
1.816 0.0 0.0 0.0
1.817 0.0 0.0 0.0
1.859 0.0 0.0 0.0
1.862 0.0 0.0 0.0
1.863 0.0 0.0 0.0
2.014 0.0 0.0 0.0
2.017 0.0 0.0 0.0
2.022 0.0 0.0 0.0
2.024 0.0 0.0 0.0
2.026 0.0 0.0 0.0
2.029 0.0 0.0 0.0
2.030 0.0 0.0 0.0
2.032 0.0 0.0 0.0
2.119 0.0 0.0 0.0
2.121 0.0 0.0 0.0
2.125 0.0 0.0 0.0
2.126 0.0 0.0 0.0
2.130 0.0 0.0 0.0
2.166 0.0 0.0 0.0
2.167 0.0 0.0 0.0
2.215 0.0 0.0 0.0
2.216 0.0 0.0 0.0
2.218 0.0 0.0 0.0
2.262 0.0 0.0 0.0
2.263 0.0 0.0 0.0
2.306 0.0 0.0 0.0
2.307 0.0 0.0 0.0
2.353 0.0 0.0 0.0
2.355 0.0 0.0 0.0
2.358 0.0 0.0 0.0
2.404 0.0 0.0 0.0
2.406 0.0 0.0 0.0
2.525 0.0 0.0 0.0
2.527 0.0 0.0 0.0
2.528 0.0 0.0 0.0
2.531 0.0 0.0 0.0
2.533 0.0 0.0 0.0
2.536 0.0 0.0 0.0
